sector,ocupacion,genero,edad,escolaridad,municipio,H-P-V
Servicios,trabajador,H,25-49,Licenciatura,escobedo,45159-13/1-1
Industria manufacturera,trabajador,H,25-49,Carrera técnica o preparatoria,escobedo,45159-15/1-1
Industria manufacturera,trabajador,H,25-49,Carrera técnica o preparatoria,escobedo,45164-2/1-1
Industria manufacturera,trabajador,H,25-49,Carrera técnica o preparatoria,escobedo,45164-6/1-1
Industria manufacturera,trabajador,H,18-24,Carrera técnica o preparatoria,escobedo,45163-12/1-1
Industria manufacturera,trabajador,H,25-49,Primaria o Secundaria,escobedo,45163-18/1-1
Comercio,trabajador,H,50-59,Licenciatura,escobedo,45163-22/1-1
Comercio,trabajador,H,25-49,Carrera técnica o preparatoria,guadalupe,18224-2/1-2
Servicios,trabajador,F,25-49,Carrera técnica o preparatoria,escobedo,45163-24/1-1
Comercio,trabajador,F,18-24,Carrera técnica o preparatoria,escobedo,45163-24/2-1
Servicios,trabajador,H,25-49,Carrera técnica o preparatoria,escobedo,45164-9/1-1
Industria manufacturera,trabajador,H,50-59,Licenciatura,escobedo,45164-5/1-1
Comercio,trabajador,H,18-24,Licenciatura,escobedo,45164-5/3-1
Servicios,trabajador,H,25-49,Carrera técnica o preparatoria,escobedo,45164-32/1-2
Otro,otro,F,25-49,Licenciatura,escobedo,006-26/2-1
Transporte y comunicaciones,independiente,H,25-49,Primaria o Secundaria,escobedo,0289-32/2-1
Servicios,otro,H,25-49,Carrera técnica o preparatoria,escobedo,0289-19/1-1
Servicios,trabajador,H,50-59,Carrera técnica o preparatoria,escobedo,38233-4/1-1
Servicios,trabajador,F,25-49,Primaria o Secundaria,escobedo,38233-4/2-1
Servicios,trabajador,F,25-49,Primaria o Secundaria,escobedo,38233-4/3-1
Servicios,trabajador,F,25-49,Carrera técnica o preparatoria,escobedo,0289-38184-24/2-1
Servicios,otro,F,25-49,Licenciatura,escobedo,0289-38184-28/1-1
Servicios,trabajador,H,50-59,Primaria o Secundaria,escobedo,0289-38184-12/1-1
Servicios,trabajador,H,50-59,Carrera técnica o preparatoria,escobedo,38187-12/1-1
Comercio,trabajador,F,25-49,Primaria o Secundaria,escobedo,38187-9/1-1
Servicios,trabajador,H,25-49,Licenciatura,escobedo,38187-9/2-1
Servicios,trabajador,F,25-49,Carrera técnica o preparatoria,escobedo,38187-15/2-1
Industria manufacturera,otro,H,25-49,Primaria o Secundaria,escobedo,36107-5/2-1
Servicios,otro,F,60-64,Primaria o Secundaria,escobedo,38234-18/1-1
Construcción,trabajador,H,50-59,Carrera técnica o preparatoria,escobedo,38180-18/1-1
Industria manufacturera,trabajador,H,25-49,Primaria o Secundaria,escobedo,38234-8/1-1
Servicios,trabajador,H,25-49,Carrera técnica o preparatoria,escobedo,38234-8/3-1
Servicios,otro,F,60-64,Primaria o Secundaria,escobedo,38234-16/1-1
Construcción,trabajador,H,25-49,Primaria o Secundaria,escobedo,38188-12/1-1
Servicios,trabajador,F,25-49,Licenciatura,escobedo,38188-20/3-1
Servicios,trabajador,F,25-49,Carrera técnica o preparatoria,escobedo,36112-4/3-1
Construcción,otro,H,25-49,Primaria o Secundaria,monterrey,6599-10/2-1
Servicios,otro,F,50-59,Primaria o Secundaria,monterrey,6599-10/1-1
Industria manufacturera,trabajador,H,25-49,Carrera técnica o preparatoria,escobedo,36114-10/2-1
Industria manufacturera,trabajador,H,50-59,Primaria o Secundaria,escobedo,38213-8/3-1
Comercio,trabajador,F,25-49,Carrera técnica o preparatoria,monterrey,6599-8/3-1
Servicios,independiente,H,50-59,Carrera técnica o preparatoria,escobedo,38198-8/1-1
Comercio,trabajador,H,25-49,Carrera técnica o preparatoria,escobedo,38198-8/3-1
Construcción,trabajador,H,18-24,Primaria o Secundaria,escobedo,38203A-4/3-1
Construcción,trabajador,H,18-24,Primaria o Secundaria,escobedo,38203A-4/5-1
Comercio,trabajador,H,25-49,Primaria o Secundaria,escobedo,38199-8/1-1
Industria manufacturera,trabajador,H,25-49,Licenciatura,escobedo,38199-14/2-1
Servicios,trabajador,F,25-49,Primaria o Secundaria,escobedo,38202-2/1-1
Comercio,trabajador,F,50-59,Primaria o Secundaria,escobedo,38202-8/2-1
Comercio,trabajador,H,50-59,Primaria o Secundaria,escobedo,38202-8/1-1
Comercio,trabajador,H,25-49,Licenciatura,monterrey,5895-6/1-1
Transporte y comunicaciones,trabajador,H,60-64,Primaria o Secundaria,escobedo,38218-8/1-1
Servicios,trabajador,H,25-49,Carrera técnica o preparatoria,escobedo,38222-12/2-1
Industria manufacturera,trabajador,H,50-59,Primaria o Secundaria,escobedo,38221-20/1-1
Industria manufacturera,trabajador,H,25-49,Primaria o Secundaria,escobedo,38223A-8/3-1
Comercio,trabajador,H,25-49,Primaria o Secundaria,escobedo,38225-8/1-1
Servicios,trabajador,H,18-24,Carrera técnica o preparatoria,escobedo,38225-8/3-1
Industria manufacturera,trabajador,F,25-49,Primaria o Secundaria,escobedo,38197-2/2-1
Comercio,trabajador,F,25-49,Primaria o Secundaria,escobedo,38197-2/3-1
Servicios,trabajador,H,25-49,Licenciatura,monterrey,5895-4/1-1
Comercio,trabajador,H,18-24,Carrera técnica o preparatoria,escobedo,38221-14/2-1
Industria manufacturera,trabajador,H,18-24,Licenciatura,escobedo,38227A-6/3-1
Comercio,trabajador,H,50-59,Primaria o Secundaria,escobedo,38227A-6/1-1
Agricultura y ganadería,trabajador,H,50-59,Carrera técnica o preparatoria,escobedo,38197-6/1-1
Servicios,trabajador,H,25-49,Licenciatura,escobedo,38197-6/3-1
Comercio,trabajador,H,25-49,Carrera técnica o preparatoria,escobedo,38223A-18/3-1
Industria manufacturera,trabajador,H,25-49,Carrera técnica o preparatoria,escobedo,38220-10/3-1
Comercio,trabajador,H,50-59,Carrera técnica o preparatoria,escobedo,38220-8/1-1
Servicios,trabajador,H,25-49,Licenciatura,escobedo,38223A-20/2-1
Servicios,trabajador,F,25-49,Licenciatura,escobedo,38223A-20/1-1
Comercio,trabajador,H,50-59,Primaria o Secundaria,escobedo,38222-2/1-1
Servicios,independiente,H,50-59,Carrera técnica o preparatoria,escobedo,008-30/1-1
Servicios,trabajador,F,50-59,Carrera técnica o preparatoria,escobedo,008-30/2-1
Servicios,independiente,F,25-49,Licenciatura,escobedo,008-35/1-1
Otro,otro,H,18-24,Carrera técnica o preparatoria,escobedo,008-35/3-1
Comercio,independiente,F,25-49,Licenciatura,escobedo,008-12/2-1
Comercio,independiente,H,18-24,Carrera técnica o preparatoria,escobedo,008-12/3-2
Servicios,independiente,H,25-49,Licenciatura,escobedo,010-40/2-1
Servicios,trabajador,H,25-49,Carrera técnica o preparatoria,escobedo,133-8-014-5/2-1
Servicios,trabajador,F,25-49,Carrera técnica o preparatoria,escobedo,008-4/2-1
Comercio,independiente,H,25-49,Licenciatura,escobedo,008-4/1-1
Construcción,trabajador,H,25-49,Licenciatura,escobedo,36873-8/1-1
Industria manufacturera,trabajador,H,25-49,Licenciatura,escobedo,36875-6/1-1
Comercio,trabajador,H,25-49,Carrera técnica o preparatoria,escobedo,36872-8/1-1
Servicios,otro,H,18-24,Primaria o Secundaria,monterrey,238109-4/2-1
Industria manufacturera,otro,H,25-49,Carrera técnica o preparatoria,escobedo,36783-18/1-1
Servicios,trabajador,F,25-49,Carrera técnica o preparatoria,escobedo,36783-18/2-1
Servicios,trabajador,H,25-49,Licenciatura,escobedo,36875-2/1-1
Servicios,trabajador,F,25-49,Carrera técnica o preparatoria,escobedo,36875-2/2-1
Servicios,trabajador,F,25-49,Licenciatura,escobedo,36875-4/2-1
Gobierno,trabajador,H,25-49,Licenciatura,escobedo,36875-4/1-1
Servicios,otro,H,25-49,Carrera técnica o preparatoria,escobedo,36872-4/4-1
Servicios,trabajador,F,25-49,Carrera técnica o preparatoria,escobedo,36872-4/3-1
Transporte y comunicaciones,trabajador,H,50-59,Carrera técnica o preparatoria,escobedo,36872-4/1-1
Servicios,independiente,H,25-49,Licenciatura,escobedo,36873-12/1-1
Servicios,trabajador,H,25-49,Licenciatura,escobedo,1338024-9/1-1
Industria manufacturera,trabajador,H,25-49,Licenciatura,escobedo,1338024-5/1-1
Comercio,independiente,H,25-49,Carrera técnica o preparatoria,escobedo,1338024-7/1-1
Servicios,trabajador,H,25-49,Carrera técnica o preparatoria,escobedo,36911-18/2-1
Comercio,trabajador,H,25-49,Licenciatura,monterrey,4180-10/1-1
Comercio,trabajador,H,50-59,Carrera técnica o preparatoria,escobedo,015-24/1-1
Comercio,trabajador,F,18-24,Licenciatura,escobedo,015-15/1-1
Comercio,trabajador,H,18-24,Carrera técnica o preparatoria,escobedo,015-15/3-1
Comercio,trabajador,F,25-49,Licenciatura,escobedo,015-34/2-1
Comercio,trabajador,H,25-49,Licenciatura,escobedo,1342-12/1-1
Servicios,trabajador,F,25-49,Carrera técnica o preparatoria,escobedo,1342-12/3-1
Servicios,independiente,H,18-24,Licenciatura,escobedo,134-2-009-04/2-1
Industria manufacturera,trabajador,F,25-49,Carrera técnica o preparatoria,escobedo,1342-20/3-1
Servicios,trabajador,H,50-59,Carrera técnica o preparatoria,escobedo,1342-20/1-1
Construcción,trabajador,F,25-49,Licenciatura,escobedo,1342-007-6/1-1
Servicios,independiente,H,25-49,Carrera técnica o preparatoria,escobedo,1342-007-8/3-1
Servicios,trabajador,F,50-59,Licenciatura,monterrey,8662-4/3-1
Comercio,trabajador,H,60-64,Carrera técnica o preparatoria,escobedo,1342-38/1-1
Construcción,trabajador,H,50-59,Primaria o Secundaria,escobedo,1342-007-10/1-1
Servicios,trabajador,H,25-49,Carrera técnica o preparatoria,escobedo,1342-007-24/3-1
Servicios,otro,H,50-59,Carrera técnica o preparatoria,escobedo,1342-007-24/1-1
Industria manufacturera,trabajador,H,25-49,Carrera técnica o preparatoria,escobedo,134-24-006/1-1
Comercio,trabajador,H,50-59,Primaria o Secundaria,escobedo,010-2/2-1
Comercio,otro,F,25-49,Carrera técnica o preparatoria,escobedo,36920-16/2-1
Servicios,trabajador,H,25-49,Licenciatura,escobedo,1342012-26/1-1
Servicios,independiente,H,25-49,Licenciatura,escobedo,1342012-46/1-4
Servicios,trabajador,F,25-49,Licenciatura,escobedo,1342012-46/2-1
Industria manufacturera,trabajador,H,25-49,Postgrado,monterrey,8656-10/1-1
Servicios,independiente,F,25-49,Licenciatura,monterrey,8656-10/2-1
Construcción,trabajador,H,50-59,Primaria o Secundaria,escobedo,02030/1-1
Servicios,trabajador,F,25-49,Primaria o Secundaria,escobedo,24020/1-1
Servicios,trabajador,H,25-49,Carrera técnica o preparatoria,escobedo,24020/2-1
Servicios,otro,H,25-49,Carrera técnica o preparatoria,escobedo,2028/2-1
Servicios,trabajador,H,25-49,Carrera técnica o preparatoria,escobedo,2028/1-1
Gobierno,trabajador,H,25-49,Carrera técnica o preparatoria,escobedo,2012/1-1
Servicios,trabajador,F,18-24,Carrera técnica o preparatoria,escobedo,2012/4-1
Servicios,trabajador,F,25-49,Primaria o Secundaria,escobedo,2012/3-1
Servicios,trabajador,H,50-59,Carrera técnica o preparatoria,escobedo,1342-10/1-1
Servicios,trabajador,H,18-24,Carrera técnica o preparatoria,escobedo,1342-10/3-1
Construcción,trabajador,H,50-59,Carrera técnica o preparatoria,escobedo,37032A-18/1-1
Comercio,trabajador,H,50-59,Licenciatura,escobedo,37032A-20/1-1
Comercio,trabajador,F,50-59,Licenciatura,escobedo,37024A-12/1-1
Construcción,trabajador,H,25-49,Carrera técnica o preparatoria,escobedo,37024A-2/1-1
Construcción,trabajador,H,25-49,Licenciatura,monterrey,8658-12/1-1
Servicios,trabajador,F,25-49,Licenciatura,monterrey,8658-12/2-1
Servicios,trabajador,F,25-49,Carrera técnica o preparatoria,escobedo,37024A-20/2-1
Gobierno,trabajador,H,25-49,Licenciatura,escobedo,37024A-20/1-1
Comercio,trabajador,H,50-59,Carrera técnica o preparatoria,escobedo,37032A-16/1-1
Servicios,trabajador,F,25-49,Carrera técnica o preparatoria,escobedo,37028A-18/2-1
Comercio,trabajador,H,25-49,Licenciatura,escobedo,37032A-12/1-1
Comercio,trabajador,H,25-49,Primaria o Secundaria,escobedo,37032A-4/1-1
Industria manufacturera,trabajador,F,50-59,Carrera técnica o preparatoria,escobedo,37024A-6/1-1
Transporte y comunicaciones,trabajador,H,18-24,Carrera técnica o preparatoria,escobedo,37024A-6/2-1
Otro,otro,H,18-24,Carrera técnica o preparatoria,escobedo,37024A-6/4-1
Comercio,trabajador,H,18-24,Carrera técnica o preparatoria,escobedo,37028A-22/3-1
Servicios,trabajador,F,25-49,Licenciatura,escobedo,1342-08-08/3-1
Servicios,trabajador,H,25-49,Carrera técnica o preparatoria,escobedo,36937-4/1-1
Transporte y comunicaciones,trabajador,H,25-49,Carrera técnica o preparatoria,escobedo,36937-4/3-1
Servicios,trabajador,H,25-49,Primaria o Secundaria,escobedo,36937-32/1-1
Comercio,trabajador,F,25-49,Primaria o Secundaria,escobedo,36884-18/2-1
Comercio,trabajador,H,25-49,Carrera técnica o preparatoria,escobedo,36884-18/1-1
Servicios,trabajador,H,18-24,Carrera técnica o preparatoria,escobedo,36884-22/3-1
Construcción,trabajador,H,25-49,Primaria o Secundaria,escobedo,36884-22/1-1
Servicios,trabajador,H,50-59,Carrera técnica o preparatoria,escobedo,36884-14/1-3
Servicios,trabajador,F,50-59,Carrera técnica o preparatoria,escobedo,002-28/2-1
Gobierno,trabajador,H,50-59,Postgrado,escobedo,002-28/1-1
Servicios,trabajador,H,25-49,Licenciatura,escobedo,1338012-4/1-1
Servicios,independiente,H,25-49,Licenciatura,escobedo,1338012-6/1-3
Otro,otro,H,18-24,Licenciatura,escobedo,37052A-4/3-2
Industria manufacturera,trabajador,H,50-59,Primaria o Secundaria,escobedo,37052A-4/1-1
Industria manufacturera,trabajador,H,50-59,Primaria o Secundaria,escobedo,37052A-10/2-1
Gobierno,trabajador,F,25-49,Licenciatura,escobedo,37052A-16/3-1
Servicios,trabajador,H,25-49,Carrera técnica o preparatoria,escobedo,37052A-22/1-2
Servicios,otro,F,25-49,Licenciatura,escobedo,37052A-22/2-1
Construcción,trabajador,H,25-49,Primaria o Secundaria,escobedo,36969-26/2-1
Transporte y comunicaciones,trabajador,H,25-49,Primaria o Secundaria,escobedo,36969-18/2-1
Servicios,trabajador,H,50-59,Carrera técnica o preparatoria,escobedo,36937-30/2-1
Comercio,trabajador,H,25-49,Primaria o Secundaria,escobedo,36937-30/4-1
Servicios,trabajador,F,50-59,Carrera técnica o preparatoria,escobedo,36937-30/3-1
Servicios,trabajador,F,18-24,Carrera técnica o preparatoria,escobedo,37052a-2/3-1
Comercio,trabajador,F,50-59,Primaria o Secundaria,escobedo,37052a-2/2-1
Servicios,trabajador,H,50-59,Primaria o Secundaria,escobedo,37052a-2/1-1
Transporte y comunicaciones,trabajador,H,25-49,Carrera técnica o preparatoria,escobedo,36964-2/1-1
Industria manufacturera,trabajador,H,25-49,Carrera técnica o preparatoria,monterrey,8803-16/1-1
Servicios,trabajador,F,25-49,Carrera técnica o preparatoria,escobedo,36964-4/3-1
Comercio,trabajador,H,60-64,Primaria o Secundaria,escobedo,36964-4/1-1
Comercio,trabajador,H,25-49,Carrera técnica o preparatoria,escobedo,36964-6/3-1
Servicios,trabajador,F,25-49,Primaria o Secundaria,escobedo,36964-6/4-1
Servicios,trabajador,H,50-59,Carrera técnica o preparatoria,escobedo,36964-6/1-1
Servicios,trabajador,F,65-130,Primaria o Secundaria,escobedo,37004-6/1-1
Servicios,trabajador,H,50-59,Carrera técnica o preparatoria,escobedo,37004-10/1-1
Industria manufacturera,trabajador,H,18-24,Carrera técnica o preparatoria,escobedo,37004-10/3-1
Comercio,trabajador,F,65-130,Primaria o Secundaria,escobedo,37004-16/1-1
Industria manufacturera,trabajador,H,50-59,Carrera técnica o preparatoria,escobedo,37004-24/1-1
Gobierno,trabajador,H,25-49,Licenciatura,escobedo,37004-26/3-2
Gobierno,trabajador,H,60-64,Carrera técnica o preparatoria,escobedo,37004-26/1-1
Servicios,independiente,H,18-24,Carrera técnica o preparatoria,escobedo,37005-16/4-1
Servicios,independiente,H,50-59,Primaria o Secundaria,escobedo,37005-16/1-1
Industria manufacturera,trabajador,F,25-49,Carrera técnica o preparatoria,escobedo,37005-10/3-1
Servicios,trabajador,H,25-49,Licenciatura,monterrey,8813-6/1-1
Comercio,trabajador,H,25-49,Carrera técnica o preparatoria,escobedo,37005-6/2-1
Construcción,independiente,H,25-49,Carrera técnica o preparatoria,escobedo,37005-6/1-1
Industria manufacturera,trabajador,H,25-49,Carrera técnica o preparatoria,escobedo,37002-22/1-1
Gobierno,trabajador,F,25-49,Primaria o Secundaria,escobedo,37002-22/2-3
Industria manufacturera,trabajador,H,60-64,Primaria o Secundaria,escobedo,36983-4/1-1
Comercio,trabajador,H,50-59,Primaria o Secundaria,escobedo,36983-2/1-1
Industria manufacturera,trabajador,H,25-49,Primaria o Secundaria,escobedo,36983-8/1-1
Comercio,trabajador,H,25-49,Licenciatura,escobedo,36983-10/3-1
Servicios,trabajador,F,18-24,Licenciatura,escobedo,36983-10/4-2
Servicios,independiente,H,25-49,Primaria o Secundaria,escobedo,36983-10/1-1
Servicios,trabajador,F,25-49,Primaria o Secundaria,escobedo,36983-10/2-1
Servicios,independiente,H,18-24,Carrera técnica o preparatoria,escobedo,36983-14/3-1
Gobierno,trabajador,F,25-49,Primaria o Secundaria,escobedo,36983-14/2-5
Gobierno,trabajador,H,60-64,Carrera técnica o preparatoria,escobedo,36983-14/1-1
Servicios,trabajador,H,18-24,Carrera técnica o preparatoria,escobedo,36717-2/3-1
Servicios,trabajador,F,50-59,Primaria o Secundaria,escobedo,36703-22/2-1
Industria manufacturera,trabajador,H,18-24,Primaria o Secundaria,escobedo,36207-2/1-1
Industria manufacturera,trabajador,H,18-24,Primaria o Secundaria,escobedo,36207-2/2-1
Comercio,trabajador,H,25-49,Carrera técnica o preparatoria,monterrey,8795A-6/2-1
Transporte y comunicaciones,trabajador,H,25-49,Carrera técnica o preparatoria,escobedo,36711-2/3-1
Industria manufacturera,trabajador,F,25-49,Carrera técnica o preparatoria,escobedo,36711-2/4-1
Industria manufacturera,trabajador,H,25-49,Carrera técnica o preparatoria,escobedo,36630-6/3-1
Comercio,trabajador,H,60-64,Carrera técnica o preparatoria,escobedo,36630-6/1-1
Servicios,trabajador,F,25-49,Carrera técnica o preparatoria,escobedo,36636-10/2-1
Comercio,trabajador,H,25-49,Carrera técnica o preparatoria,escobedo,36651-8/1-1
Servicios,trabajador,H,18-24,Carrera técnica o preparatoria,escobedo,36647-6/1-1
Servicios,trabajador,F,18-24,Carrera técnica o preparatoria,escobedo,36647-6/2-1
Industria manufacturera,trabajador,H,50-59,Carrera técnica o preparatoria,escobedo,36682-16/1-1
Comercio,trabajador,H,50-59,Primaria o Secundaria,escobedo,36688-8/1-1
Industria manufacturera,trabajador,H,50-59,Carrera técnica o preparatoria,escobedo,36687-8/1-1
Industria manufacturera,trabajador,H,25-49,Carrera técnica o preparatoria,escobedo,36687-8/3-1
Servicios,independiente,F,50-59,Postgrado,monterrey,8295-4/1-1
Gobierno,trabajador,H,25-49,Carrera técnica o preparatoria,escobedo,36600-2/3-1
Servicios,trabajador,H,25-49,Primaria o Secundaria,escobedo,36599-2/3-1
Servicios,trabajador,H,50-59,Primaria o Secundaria,escobedo,36428-8/1-1
Industria manufacturera,trabajador,F,50-59,Primaria o Secundaria,escobedo,36453-14/2-1
Servicios,otro,H,25-49,Carrera técnica o preparatoria,escobedo,36453-14/3-1
Industria manufacturera,trabajador,H,65-130,Primaria o Secundaria,escobedo,36453-14/1-1
Industria manufacturera,trabajador,H,25-49,Primaria o Secundaria,escobedo,36511-6/2-1
Industria manufacturera,trabajador,H,25-49,Primaria o Secundaria,escobedo,36511-6/3-1
Construcción,trabajador,H,15-17,Primaria o Secundaria,escobedo,36511-6/4-1
Comercio,trabajador,F,25-49,Primaria o Secundaria,escobedo,36191-14/2-1
Comercio,trabajador,H,25-49,Primaria o Secundaria,escobedo,36191-14/3-1
Industria manufacturera,trabajador,H,50-59,Carrera técnica o preparatoria,escobedo,36483-4/1-1
Gobierno,trabajador,F,25-49,Primaria o Secundaria,escobedo,36483-4/2-1
Comercio,trabajador,F,18-24,Carrera técnica o preparatoria,escobedo,36483-4/3-1
Servicios,trabajador,H,25-49,Sin Instrucción,escobedo,36438-4/1-1
Comercio,trabajador,H,18-24,Primaria o Secundaria,escobedo,36438-4/3-1
Comercio,trabajador,F,25-49,Primaria o Secundaria,escobedo,36438-4/2-1
Otro,otro,F,18-24,Carrera técnica o preparatoria,otro,003-6-2AAAA/1-1
Industria manufacturera,trabajador,H,18-24,Carrera técnica o preparatoria,otro,003-6-2AAAA/2-1
Comercio,trabajador,H,25-49,Carrera técnica o preparatoria,escobedo,36563-12/4-1
